Influencer's Name,Post,Date Created,Engagement,Number of Likes,Platform,Categoria
Supermercados BH (@supermercados_bh),https://www.instagram.com/p/B8HZ3xeoxQ2/,2020-08-09T16:02:40.932616Z,0.15,498,Instagram,produto com uso para a saúde
Supermercados BH (@supermercados_bh),https://www.instagram.com/p/B8EnXJAIh9z/,2020-08-09T16:02:34.745009Z,0.21,715,Instagram,produto com uso para a saúde
Supermercados BH (@supermercados_bh),https://www.instagram.com/p/B7Tt9H2oCtu/,2020-08-09T15:59:58.163505Z,0.16,551,Instagram,produto com uso para a saúde
Supermercados BH (@supermercados_bh),https://www.instagram.com/p/B6_VMeKIWiL/,2020-08-09T15:59:53.415587Z,0.17,569,Instagram,produto com uso para a saúde
Supermercados BH (@supermercados_bh),https://www.instagram.com/p/B60lkKRIDlb/,2020-07-19T23:01:23.604888Z,0.12,414,Instagram,produto com uso para a saúde
Supermercados BH (@supermercados_bh),https://www.instagram.com/p/B5x2JVSokMp/,2020-08-09T15:58:33.485633Z,0.16,542,Instagram,produto com uso para a saúde
Supermercados BH (@supermercados_bh),https://www.instagram.com/p/B5fmvZOI4X6/,2020-08-09T15:58:05.701535Z,0.3,1018,Instagram,produto com uso para a saúde
Supermercados BH (@supermercados_bh),https://www.instagram.com/p/B5LOG1mozXf/,2020-08-09T15:57:35.854678Z,0.1,326,Instagram,produto com uso para a saúde
Supermercados BH (@supermercados_bh),https://www.instagram.com/p/B47jryWhzs5/,2020-08-09T15:57:25.240357Z,0.1,368,Instagram,produto com uso para a saúde
Supermercados BH (@supermercados_bh),https://www.instagram.com/p/B4XgnUoIXyL/,2020-08-09T15:56:52.892561Z,0.2,683,Instagram,produto com uso para a saúde
Supermercados BH (@supermercados_bh),https://www.instagram.com/p/B32P2o9lOad/,2020-08-09T15:56:35.436679Z,0.2,675,Instagram,produto com uso para a saúde
Supermercados BH (@supermercados_bh),https://www.instagram.com/p/B3nHzV0FLTV/,2020-08-09T15:56:06.482196Z,0.19,633,Instagram,produto com uso para a saúde
Supermercados BH (@supermercados_bh),https://www.instagram.com/p/B3c2UBlFzTJ/,2020-07-31T02:52:23.798068Z,0.16,542,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/CBBs4_kpNQI/,2020-08-07T00:01:38.415935Z,0.43,486,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/CA7-R6lFCZk/,2020-08-07T00:01:22.898250Z,0.6,682,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/CAxp8BFFmNm/,2020-07-19T23:52:46.853671Z,0.57,659,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/CAsOrJdlpnz/,2020-07-19T23:52:40.857655Z,0.89,1009,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/CAqZVW8FVuo/,2020-07-19T23:52:39.385751Z,0.49,516,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/CANo0tknI7v/,2020-07-19T23:52:27.129789Z,0.61,682,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B_ng4orn4Oj/,2020-07-19T23:52:17.897596Z,0.62,574,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B_Uw_qCjSOI/,2020-07-19T23:52:09.476851Z,0.55,576,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B_Nli7bFauN/,2020-07-19T23:52:02.110016Z,0.49,533,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B-w3YKdlJBA/,2020-07-19T23:51:52.624949Z,0.73,783,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B94ngrCHLFo/,2020-08-06T23:56:48.994313Z,0.43,382,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B9pW--2lqNb/,2020-08-06T23:56:09.628171Z,0.4,464,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B9ml8bQp6uC/,2020-07-19T23:51:15.443765Z,0.31,354,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B9H_dHZnoou/,2020-08-06T23:54:49.306893Z,1.14,1210,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B9H1IpoHohg/,2020-07-19T23:50:31.693916Z,0.18,203,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B9FQatwAEDf/,2020-07-19T23:50:29.677802Z,0.31,339,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B9B2kTclwOP/,2020-08-06T23:54:12.641242Z,0.44,504,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B816g7JjtY_/,2020-08-06T23:53:47.461614Z,0.43,480,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B81bnrAgjd_/,2020-07-19T23:49:30.538630Z,0.34,391,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B8zjc8qgVJZ/,2020-07-19T23:49:25.216193Z,0.2,211,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B8zP8FuntvH/,2020-07-19T23:49:19.028216Z,0.36,392,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B8yv7fAAHZb/,2020-07-31T01:48:53.695240Z,0.62,708,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B8wwTDoIvgW/,2020-08-06T23:53:11.997967Z,0.42,473,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B8wR-W8omqm/,2020-08-06T23:53:04.672647Z,0.37,411,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B8mPYhIJ2Z4/,2020-07-19T23:48:55.638790Z,0.61,698,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B8jxc_QJNFS/,2020-07-19T23:48:50.423158Z,0.37,423,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B8hNNZvji4z/,2020-08-06T23:52:17.992163Z,0.18,184,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B8ZDcWKoXzH/,2020-07-19T23:48:34.238027Z,0.22,238,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B8XA5cRjADr/,2020-08-06T23:50:23.843121Z,0.26,305,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B8R9EBAJwNY/,2020-07-19T23:48:32.557704Z,0.66,723,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B8PY03kpLIc/,2020-07-19T23:48:30.817741Z,0.41,433,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B8HctXGpgnm/,2020-07-19T23:48:22.677663Z,0.56,637,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B8HIog6ozfo/,2020-08-06T23:49:49.007060Z,1.29,1314,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B7oqBvQl1TU/,2020-08-06T23:47:48.631998Z,0.47,534,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B7ZIkYMl3J8/,2020-08-06T23:47:09.572343Z,0.32,359,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B7O_V1OFTEA/,2020-07-19T23:47:00.963106Z,0.75,807,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B6_UnSnFyL0/,2020-07-19T23:46:50.742295Z,0.3,347,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B68vW_9FbdE/,2020-07-19T23:46:41.526024Z,01.09,1211,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B58koSTF4AJ/,2020-07-16T02:08:17.451416Z,0.21,229,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B554dAbpjWE/,2020-07-16T02:08:13.035346Z,0.13,152,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B53UOxgJD9x/,2020-07-16T02:08:08.307363Z,0.32,356,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B5lT-hTpfzz/,2020-07-16T02:07:21.213058Z,0.48,540,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B5n3YlGJAid/,2020-08-06T23:44:14.899126Z,0.51,589,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B5VAHbSlZAk/,2020-08-06T23:43:59.472619Z,0.17,201,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B5LW0T7JcEq/,2020-08-06T23:43:39.623311Z,0.24,269,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B5TSP3yl1Rq/,2020-08-06T23:43:33.303492Z,0.46,509,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B4M6gUlJo9n/,2020-07-19T23:43:54.177294Z,0.36,405,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B3mMeK1gkSI/,2020-07-19T23:43:28.699898Z,1,1119,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B3fh80Sgocr/,2020-07-19T23:43:19.072784Z,0.22,259,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B3WtLv7gYzl/,2020-07-19T23:43:13.451539Z,0.3,340,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B3Mh9lrAwO7/,2020-07-19T23:43:07.238261Z,0.28,320,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B3Hf6FfJzV0/,2020-07-19T23:43:03.985972Z,0.92,1045,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B2_5MMYl89h/,2020-07-19T23:43:01.006939Z,0.31,362,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B2zMgknFPyk/,2020-07-19T23:42:49.328995Z,0.21,246,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B2jbe9vghLp/,2020-07-19T23:42:39.128309Z,0.44,498,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B2ZQduQF1aU/,2020-07-19T23:42:30.188966Z,0.88,980,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/B16aTPjgpEY/,2020-07-19T23:42:12.683197Z,0.35,404,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/BxAQt0IB_aR/,2020-07-19T23:40:32.833235Z,0.59,639,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/Bw4NX99hJnh/,2020-07-19T23:40:28.817285Z,0.16,187,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/BwmLBcfhhLo/,2020-07-19T23:40:14.255778Z,0.61,677,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/ButdCHbh9Tw/,2020-07-19T23:38:05.554224Z,0.54,607,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/Bpzg2AwhPrn/,2020-07-19T23:34:39.739020Z,0.8,873,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/BphsyXzh_lU/,2020-08-06T23:11:18.031658Z,0.33,373,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/Bpj2T7ahQd7/,2020-07-19T23:34:21.170471Z,1.63,1750,Instagram,produto com uso para a saúde
Zaffari (@zaffari),https://www.instagram.com/p/Bo_j4k4AOwj/,2020-07-19T23:33:56.271092Z,0.92,1032,Instagram,produto com uso para a saúde
,,,,,,
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/Byus42IADJ2/,2020-11-02T01:38:16.194401Z,0.14,499,Instagram,responsabilidade socioambiental
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/BxsuVKkBvgc/,2020-11-02T01:37:03.353569Z,0.1,371,Instagram,responsabilidade socioambiental
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/CAqoG0oAH0t/,2020-11-01T23:13:10.307462Z,0.07,246,Instagram,responsabilidade socioambiental
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B9tjJ_PgAr9/,2020-11-01T23:11:20.519985Z,0.1,386,Instagram,responsabilidade socioambiental
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B9kQyJYgQQ3/,2020-11-01T23:11:17.600410Z,0.12,386,Instagram,responsabilidade socioambiental
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/BzVUpTbAd-X/,2020-10-26T01:09:24.993415Z,0.05,186,Instagram,responsabilidade socioambiental
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/BzSv8l2Aso2/,2020-10-26T01:09:23.286652Z,0.04,150,Instagram,responsabilidade socioambiental
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/BzGMUbDAEaP/,2020-11-01T23:09:11.472300Z,0.15,487,Instagram,responsabilidade socioambiental
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/BzLBpjhA0wf/,2020-11-01T23:09:08.042805Z,0.1,297,Instagram,responsabilidade socioambiental
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/BybEP6pAmWb/,2020-11-01T23:08:47.156077Z,0.06,225,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/CB_cWPbAU13/,2020-10-30T00:29:43.848062Z,0.03,201,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/CB-fjkHDAP_/,2020-10-30T00:29:43.032171Z,0.05,313,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/CB9UDlIg1jA/,2020-10-30T00:29:42.868494Z,0.07,383,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/CB86YMKA-N6/,2020-10-30T00:29:39.360725Z,0.13,769,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/CB8qQvTDW1R/,2020-10-30T00:29:38.700104Z,0.04,283,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/CB8Ss0njqp6/,2020-10-30T00:29:37.650078Z,0.04,257,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/CAJZBEwjZ3a/,2020-10-30T00:29:03.524340Z,0.04,243,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/CAGpE8AAt4j/,2020-10-30T00:29:01.270047Z,0.17,1013,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/B_92EypA_4K/,2020-10-30T00:28:47.094505Z,0.06,390,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/B9ePELflmty/,2020-07-10T15:49:00.808015Z,0.12,104,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/B9eN8n5luUi/,2020-07-10T15:48:41.454976Z,0.09,82,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/B9eNt-Hldr2/,2020-07-10T15:48:40.441058Z,0.06,63,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/B9MSsb7AUdg/,2020-07-10T15:48:39.490613Z,0.42,315,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/B6fp-7-A2ei/,2020-10-30T00:27:18.139415Z,0.03,176,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/B5vrK-bAbdS/,2020-10-30T00:27:02.221700Z,4.25,26704,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/B4VkI2RgVMY/,2020-10-30T00:26:41.804175Z,0.02,135,Instagram,responsabilidade socioambiental
BIG (@hipermercadobig),https://www.instagram.com/p/B3GDi_FAYRu/,2020-07-10T15:42:15.812202Z,0.19,174,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/CCJjJQ1DIM-/,2020-07-04T06:32:10.926250Z,0.16,1130,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/CCGofrfFumj/,2020-10-30T00:21:08.267984Z,0.1,548,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/CCGU8VSjiKH/,2020-07-10T04:23:34.932142Z,0.06,262,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/CB-s4kWDKG0/,2020-07-10T04:23:48.301729Z,0.2,1124,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/CB1RRD7gGVq/,2020-10-30T00:20:56.069335Z,0.18,809,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/CBGDnigjEzh/,2020-10-30T00:20:41.767307Z,0.27,1254,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/CBDth5rDng0/,2020-07-10T04:26:05.479197Z,0.15,737,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B_sKbQuDvCd/,2020-10-30T00:20:29.031327Z,0.19,833,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B_mx4OrjNMB/,2020-10-30T00:20:28.883368Z,1.44,11350,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B_XVQREDpva/,2020-10-30T00:20:26.234918Z,3.76,30344,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B_VQaP2jRvb/,2020-07-09T03:56:42.645965Z,0.25,1040,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-79X_xD5dr/,2020-07-10T05:02:36.948699Z,0.24,591,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-rve_DjXW_/,2020-07-09T03:57:06.967817Z,09.05,69023,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-j6TpLDZ5I/,2020-07-09T03:57:13.466919Z,0.25,1291,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-chEMrDCQu/,2020-07-09T03:57:26.221588Z,0.14,741,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-aBRSfjr27/,2020-07-09T03:57:33.637120Z,0.12,688,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-XZuC-jNw2/,2020-07-09T03:57:40.690957Z,0.18,993,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-UYYfkjV-Y/,2020-10-30T00:20:10.209043Z,0.11,749,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-Sc3vFjGqG/,2020-07-09T03:57:53.376254Z,0.12,809,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-Pf9utjQd9/,2020-07-09T03:58:02.592119Z,0.15,982,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-LJ3LsjFLx/,2020-07-09T03:58:05.297788Z,0.27,1439,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-KQm6gDAZB/,2020-07-09T03:58:18.249979Z,0.12,813,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-HbprADzkZ/,2020-07-09T03:58:25.636964Z,0.15,936,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-DKFO7jL_-/,2020-07-09T03:58:33.953113Z,0.21,1400,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B91_S06j1NM/,2020-07-09T03:59:24.015380Z,0.51,3293,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B98DpGOjrWM/,2020-07-09T03:59:13.074770Z,14.9,116043,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-A7gfgDoUg/,2020-07-09T03:59:04.873013Z,0.24,1632,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-C0g5oDUct/,2020-07-09T03:58:59.257400Z,0.17,1197,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-C7Rtxj2St/,2020-07-09T03:58:50.801916Z,0.15,1112,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-DC_m_j5PJ/,2020-07-09T03:58:45.337754Z,0.15,1086,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B9cHigXju6O/,2020-07-10T05:01:32.746934Z,0.11,752,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B9UA4dKDsU_/,2020-10-30T00:19:02.487344Z,0.09,595,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B9ElshTDl4e/,2020-10-30T00:18:58.403824Z,0.12,634,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B7o7_wwDH5i/,2020-10-27T11:08:08.545017Z,0.1,436,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B7GlecuD60A/,2020-10-30T00:18:42.664073Z,0.13,676,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B6siG23DATb/,2020-10-30T00:18:38.146689Z,0.12,615,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B6YCx0WjcnA/,2020-10-30T00:18:32.928175Z,0.09,489,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B5I7fbCDYUC/,2020-10-30T00:18:10.357462Z,0.22,1416,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B4iL07jD6QQ/,2020-08-03T20:21:22.100532Z,0.15,1001,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B4FfbavD7w0/,2020-08-03T20:20:33.555989Z,0.07,595,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B1Y9Il9jRgI/,2020-08-03T20:18:46.003960Z,0.09,584,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B04AzBLD0oy/,2020-08-03T20:18:28.022714Z,0.04,331,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B0lb3ehjVe8/,2020-08-03T20:18:17.351017Z,0.09,672,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B0Ec8uRDy_U/,2020-10-30T00:17:30.871748Z,0.38,3008,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BzQ68ehjp96/,2020-07-10T04:57:32.457973Z,0.09,613,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/ByLse10DGQD/,2020-10-30T00:16:41.087185Z,0.37,2608,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/Bx-uqtyD-wy/,2020-10-30T00:16:33.163183Z,0.13,970,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BxaBaLanoj5/,2020-08-11T22:50:37.275159Z,0.25,1560,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/Bw7Jg-6HE6V/,2020-10-30T00:16:22.019326Z,0.19,1626,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/Bw42aUhnWyr/,2020-10-30T00:16:13.227394Z,0.21,1305,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BwZx-UJnZ3u/,2020-08-03T20:13:58.153391Z,0.06,482,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BwVLGNTnP8w/,2020-10-30T00:15:45.840388Z,0.13,1139,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BwQO5E3neIW/,2020-07-20T01:55:48.727828Z,0.08,700,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BwFYWMqjLBw/,2020-10-30T00:15:42.016689Z,0.16,1338,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/Bv9OQ3FDSU1/,2020-10-30T00:15:40.459744Z,0.06,505,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/Bvy_s-xnOpy/,2020-10-30T00:15:38.472893Z,0.12,1002,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BvwXpXyDshF/,2020-10-30T00:15:37.451395Z,0.03,253,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BvhqGi1joXj/,2020-10-30T00:15:34.057621Z,0.05,435,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BvcFrYEnmfc/,2020-08-03T20:13:19.020520Z,0.05,436,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BuZXOATHjr_/,2020-07-20T01:55:02.690703Z,0.09,678,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/Btx5SFknU0T/,2020-10-30T00:15:27.727104Z,0.62,3099,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BtvoNo2HgCO/,2020-08-03T20:12:39.516207Z,0.15,881,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/Btiww1jHxV7/,2020-08-03T20:12:18.182096Z,0.18,828,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BtODaAYnOCY/,2020-10-30T00:15:15.918208Z,0.21,840,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BtLkv8kny1G/,2020-10-30T00:15:13.367686Z,0.16,983,Instagram,responsabilidade socioambiental
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BtGwAtBHjvj/,2020-10-30T00:15:12.859332Z,01.02,7268,Instagram,responsabilidade socioambiental
