Influencer's Name,Post,Date Created,Engagement,Number of Likes,Platform,Categoria
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/CCZPvX8ADKp/,2020-07-09T07:43:34.428622Z,01.08,3466,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/CCWvGPKggsW/,2020-07-09T07:43:29.541858Z,0.23,729,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/CBypmy6g9fk/,2020-07-09T07:43:16.592599Z,0.9,2896,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/CBkve7igkTJ/,2020-07-09T07:43:06.852305Z,0.23,660,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/CBgosFbgQ--/,2020-07-09T07:43:01.980081Z,1.81,5737,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/CA6Cuq-gSLT/,2020-07-09T07:42:21.155387Z,0.14,437,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/CAkXTcgAN82/,2020-07-09T07:42:01.305239Z,0.15,407,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/CAC_lr7AFYu/,2020-07-09T07:41:44.340769Z,0.15,484,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B_yQgFmAn1Z/,2020-07-09T07:41:23.732396Z,0.19,588,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B_M3i3FgUxu/,2020-07-09T07:41:05.842368Z,0.12,389,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B-wf-J1A1Gb/,2020-07-09T07:40:48.313251Z,1.14,3157,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B-r3is4gLEJ/,2020-07-09T07:40:45.430674Z,0.44,1335,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B-PIEuOgPme/,2020-07-09T07:40:35.669752Z,0.08,246,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B-FyWJkAnYy/,2020-07-09T07:40:20.545733Z,0.38,1219,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B94VOuMAk84/,2020-07-09T07:40:12.861701Z,0.6,1544,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B9zzMzogGLO/,2020-07-09T07:40:11.555372Z,0.48,1502,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B9t_U8bA-J1/,2020-07-09T07:40:08.474070Z,2.36,7165,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B9Y_t9EAiHX/,2020-07-09T07:39:58.287564Z,0.71,2181,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B9O5e9XgYwO/,2020-07-09T07:39:50.482565Z,0.14,472,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B88n4FogBo9/,2020-07-09T07:39:40.528397Z,0.16,522,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B8qm4J2gt_j/,2020-07-09T07:39:35.095909Z,0.28,903,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B8YkjiwA2Wq/,2020-07-09T07:39:29.409397Z,1.69,5571,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B8Mtv_qggbv/,2020-07-09T07:39:25.575693Z,0.04,140,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B8GjFdqAWDm/,2020-07-09T07:39:17.576022Z,1.62,5332,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B70gevxA3CF/,2020-07-09T07:39:10.037325Z,0.14,453,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B7iuPZOAjGL/,2020-07-09T07:38:51.746123Z,0.28,889,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B7Qpb_lgoHK/,2020-07-09T07:38:46.405694Z,0.25,693,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B6u__8Cg_WD/,2020-07-09T07:38:27.862989Z,0.07,252,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B6sbmpvgyOm/,2020-07-09T07:38:24.588544Z,0.14,470,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B6c_GDeAJMN/,2020-07-09T07:38:15.584177Z,0.05,166,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B6anZ30g1f3/,2020-07-09T07:38:11.649724Z,0.15,488,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B52ljcGAe3_/,2020-07-09T07:37:57.938870Z,0.11,370,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B5po-_AAlns/,2020-07-09T07:37:54.050074Z,0.06,181,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B5kZvUdgnjn/,2020-07-09T07:37:51.417043Z,0.15,514,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B5SayY-A8fs/,2020-07-09T07:37:33.285514Z,0.22,731,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B5AR0rlA91j/,2020-07-09T07:37:26.518365Z,0.16,511,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B4cfyhoAcWi/,2020-07-09T07:36:59.890127Z,0.16,528,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B4XFGRQgHBB/,2020-07-09T07:36:59.131488Z,0.08,260,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B34PbXIgHqz/,2020-07-09T07:36:45.596324Z,0.09,305,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B3mcEo3AhW_/,2020-07-09T07:36:39.633867Z,0.11,363,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B3UUKMvAYK9/,2020-07-09T07:36:28.065821Z,0.11,371,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B3COxyVg12K/,2020-07-09T07:36:18.746014Z,0.13,404,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B2wVwT6AYqo/,2020-07-09T07:36:12.897812Z,0.14,457,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B2fE5UnAC0S/,2020-07-09T07:36:08.028995Z,0.08,254,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B2eJY3bg4yd/,2020-07-09T07:35:56.417803Z,0.13,418,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B2MOB73gYeY/,2020-07-09T07:35:42.389478Z,0.3,942,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B16Kz1Cgk-f/,2020-07-09T07:35:20.585612Z,0.2,656,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B1Y1pThgkHj/,2020-07-09T07:34:58.280947Z,0.97,2757,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B1WKFhFgD-s/,2020-07-09T07:34:55.011927Z,0.09,309,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B1EZ0QIArhY/,2020-07-09T07:34:46.180968Z,0.11,380,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B1EF43tgAwN/,2020-07-09T07:34:43.264706Z,0.32,913,Instagram,institucional
Rede Angeloni (@redeangeloni),https://www.instagram.com/p/B0yEZf1gZ8w/,2020-07-09T07:34:27.466241Z,0.16,492,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/CCO5B2hjgaY/,2020-07-09T04:41:35.566070Z,0.2,149,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/CB4E6HqD_tx/,2020-07-09T04:41:26.869601Z,0.27,227,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/CBwIJvODamu/,2020-07-09T04:41:08.121854Z,0.2,179,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/CAyOXbjj6tW/,2020-07-09T04:40:55.755650Z,0.37,294,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/CAoCJJSjbyo/,2020-07-09T04:40:53.085360Z,0.44,383,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/CAkeDRXDvzs/,2020-07-09T04:40:47.800731Z,0.26,230,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/CAgqz8Ng4MZ/,2020-07-09T04:40:38.212533Z,0.34,302,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/CAfXTYVDh8B/,2020-07-09T04:40:33.320505Z,1.96,1740,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/CAP3pfAg4gL/,2020-07-09T04:40:12.852607Z,0.15,139,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B-vb3ASDPHj/,2020-07-09T04:38:49.792785Z,0.43,369,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B-j_LYMjXdj/,2020-07-09T04:38:48.544370Z,0.27,230,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B-idYRHhjw4/,2020-07-09T04:38:47.453158Z,0.24,216,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B-cHLJpDKrn/,2020-07-09T04:38:40.409177Z,0.31,249,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B-ZbEgfDwy1/,2020-07-09T04:38:39.246020Z,0.28,247,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B-RzV2ODsrw/,2020-07-09T04:38:31.897250Z,0.57,454,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B-DNu9jjQOu/,2020-07-09T04:38:21.419710Z,3.11,2676,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B-BDdddjrQq/,2020-07-09T04:38:20.248877Z,0.85,714,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B9_rMxuDSJ9/,2020-07-09T04:38:18.115487Z,0.76,560,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B99prXQgQ2P/,2020-07-09T04:38:15.468332Z,0.4,324,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B9wOcaUgkOf/,2020-07-09T04:38:10.182670Z,0.31,276,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B9tsw2BAl6J/,2020-07-09T04:38:07.489662Z,0.28,251,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B8wcEN3AIyn/,2020-07-09T04:37:48.004283Z,0.27,243,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B6vHZNnA_p7/,2020-07-09T04:37:24.050342Z,0.11,96,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B6tgDC-gBb6/,2020-07-09T04:37:17.183304Z,0.17,150,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B6eDZA5AFfQ/,2020-07-09T04:36:15.856649Z,0.13,125,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B6MWHykgj0w/,2020-07-09T04:36:04.965828Z,0.13,109,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B6LDyPXgQzs/,2020-07-09T04:36:03.773588Z,0.56,445,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B5IpATcgd4l/,2020-07-09T04:34:47.237994Z,0.26,225,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B5F2uO5A-eG/,2020-07-09T04:34:41.474779Z,3.9,3473,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B5AYnxlgQYp/,2020-07-09T04:34:37.602467Z,0.2,181,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B4Pk_ZfFa3Q/,2020-07-09T04:33:25.849028Z,01.09,841,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B4Lfed3gFoy/,2020-07-09T04:33:19.002095Z,0.15,137,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B4JBc6tAHFW/,2020-07-09T04:33:12.230779Z,0.77,649,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B4FsXclA_Iw/,2020-07-09T04:33:11.164997Z,0.71,608,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B4A7uEngl7w/,2020-07-09T04:33:07.648861Z,0.48,372,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B39-OXMAMad/,2020-07-09T04:33:03.030998Z,0.26,190,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B39b_-zgRcn/,2020-07-09T04:32:56.719122Z,0.48,410,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B38Jib7gSps/,2020-07-09T04:32:53.718182Z,1.52,1286,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B37SkqPDZoY/,2020-07-09T04:32:48.795469Z,01.09,935,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B3wj_gtAcWl/,2020-07-09T04:32:37.864600Z,0.08,75,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B3mipYOgjR6/,2020-07-09T04:32:19.015462Z,0.05,46,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B2tgZIuAv-C/,2020-07-09T04:30:59.143177Z,0.15,125,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B2XvQ0DA1zG/,2020-07-09T04:30:55.085502Z,0.24,201,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B2T2qQGgVtW/,2020-07-09T04:30:43.954588Z,0.47,382,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B2SpelgAoEG/,2020-07-09T04:30:42.118087Z,0.15,124,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B2SpNbAgJOy/,2020-07-09T04:30:36.241477Z,0.07,73,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B2Sok_8gXpP/,2020-07-09T04:30:32.450185Z,0.11,98,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B2Sl51AgmWH/,2020-07-09T04:30:26.868975Z,0.58,463,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B11Em4_A3wy/,2020-07-09T04:30:15.415853Z,0.03,33,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B1ln27dAhCv/,2020-07-09T04:29:56.708564Z,0.03,30,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B1WdYKkgGut/,2020-07-09T04:29:36.057131Z,0.02,22,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B0x6Pitgjzj/,2020-07-09T04:29:10.405730Z,0.02,23,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B0wPx4hA_ey/,2020-07-09T04:29:05.022643Z,0.04,44,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B0rD5VdgDHR/,2020-07-09T04:28:48.011306Z,0.01,16,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/B0QVFabgb-G/,2020-07-09T04:27:37.504719Z,0.04,43,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/Bz-oWQdgpUZ/,2020-07-09T04:27:35.094709Z,0.02,25,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/Bz-abplAQMv/,2020-07-09T04:27:33.655679Z,0.03,33,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/Bypp9Y_lZOL/,2020-07-09T04:26:42.794006Z,0.03,30,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/BykgP_pF3kS/,2020-07-09T04:26:26.402726Z,0.02,26,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/BxkBf-FlrcV/,2020-07-09T04:25:53.880086Z,0.04,38,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/BsxguoQFOKv/,2020-07-09T04:25:28.022578Z,0.01,17,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/BsVLnomlYTl/,2020-07-09T04:25:15.227724Z,0.02,21,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/BrhyppAlPn-/,2020-07-09T04:24:59.434630Z,0.02,20,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/BrPwzB0FO0N/,2020-07-09T04:24:57.354413Z,0.02,21,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/BqrttdfFfvw/,2020-07-09T04:24:43.279612Z,0.02,26,Instagram,institucional
BIG (@hipermercadobig),https://www.instagram.com/p/BprBRAUhyCC/,2020-07-09T04:23:40.174490Z,0.02,19,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BSRAKP9Atnl/,2020-07-09T04:15:28.842267Z,0.03,181,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BSFObY0gQmM/,2020-07-09T04:15:23.157420Z,0.01,129,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BR36wQ-AxB0/,2020-07-09T04:15:11.096500Z,0.01,101,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BRqcEgpg8iD/,2020-07-09T04:15:03.671358Z,0.01,124,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BUhjSMdAZXR/,2020-07-09T04:12:46.725975Z,0.01,73,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BW-srpPFKCM/,2020-07-09T04:11:38.982024Z,0.02,133,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BXn1kyIF9ln/,2020-07-09T04:11:16.313758Z,0.02,155,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BZWuPYAlus7/,2020-07-09T04:10:39.144038Z,0.01,108,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BZa-ZhblCzo/,2020-07-09T04:10:28.810326Z,0.02,168,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BZbGbJxFygI/,2020-07-09T04:10:27.773102Z,0.03,231,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BZbMHH5FvVj/,2020-07-09T04:10:25.570901Z,0.02,127,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/Bgi7ys2lmc2/,2020-07-09T04:09:32.677901Z,0.09,667,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BjFX5hOBHcO/,2020-07-09T04:08:39.884147Z,0.82,769,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/Bo-SZ53FftO/,2020-07-09T04:07:20.312408Z,0.17,666,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BpA2r_BFNZI/,2020-07-09T04:07:19.234675Z,0.12,449,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BpkFnglF3Xc/,2020-07-09T04:07:11.140256Z,0.23,570,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BppTYIglfbG/,2020-07-09T04:06:44.660945Z,0.26,611,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BvEyDRlnQrG/,2020-07-09T04:06:11.841503Z,0.09,673,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BvPZQ2onwgA/,2020-07-09T04:06:04.790073Z,0.12,674,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BylIR0SDINb/,2020-07-09T04:05:09.866355Z,0.05,337,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/By5PC83DhvE/,2020-07-09T04:04:51.145527Z,0.19,1361,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BzBCxabjMnu/,2020-07-09T04:04:44.434700Z,0.14,1014,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BzGGEt6jtcf/,2020-07-09T04:04:43.284958Z,0.08,602,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BzWETMvjBUx/,2020-07-09T04:04:39.927909Z,0.14,1069,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BzbWMgbjX_S/,2020-07-09T04:04:36.699980Z,0.09,653,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BzgO_pVjbYD/,2020-07-09T04:04:27.976221Z,0.07,583,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/Bz1BPdHjkQS/,2020-07-09T04:04:25.324084Z,0.11,820,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B0tMHm7Dxoz/,2020-07-09T04:04:09.590951Z,0.13,903,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B01rW4vjXuv/,2020-07-09T04:04:08.687981Z,0.09,460,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B1EWjI4jqTx/,2020-07-09T04:03:55.389130Z,0.1,656,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B1eyrOsDk4_/,2020-07-09T04:03:41.737861Z,0.15,1086,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B1-CJuoj1pt/,2020-07-09T04:03:14.470935Z,0.2,1350,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B2PBQXnD448/,2020-07-09T04:03:05.134702Z,0.13,944,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B3U_YA7jJbm/,2020-07-09T04:02:46.880114Z,0.07,446,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B3pdOVsjCpn/,2020-07-09T04:02:31.479128Z,0.12,933,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B4piI-rD9ls/,2020-07-09T04:01:50.986765Z,0.14,990,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B58Q-iID5YA/,2020-07-09T04:01:22.501147Z,0.14,568,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B7uTRn1DE-P/,2020-07-09T04:00:47.289712Z,0.19,1161,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B76kiCpjGJ3/,2020-07-09T04:00:34.680321Z,0.34,917,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B9rqoVmD7Az/,2020-07-09T03:59:33.024282Z,0.12,480,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B91_S06j1NM/,2020-07-09T03:59:24.015380Z,0.51,3293,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B98DpGOjrWM/,2020-07-09T03:59:13.074770Z,14.9,116043,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-A7gfgDoUg/,2020-07-09T03:59:04.873013Z,0.24,1632,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-C0g5oDUct/,2020-07-09T03:58:59.257400Z,0.17,1197,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-C7Rtxj2St/,2020-07-09T03:58:50.801916Z,0.15,1112,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-DC_m_j5PJ/,2020-07-09T03:58:45.337754Z,0.15,1086,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-DKFO7jL_-/,2020-07-09T03:58:33.953113Z,0.21,1400,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-HbprADzkZ/,2020-07-09T03:58:25.636964Z,0.15,936,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-KQm6gDAZB/,2020-07-09T03:58:18.249979Z,0.12,813,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-LJ3LsjFLx/,2020-07-09T03:58:05.297788Z,0.27,1439,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-Pf9utjQd9/,2020-07-09T03:58:02.592119Z,0.15,982,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-Sc3vFjGqG/,2020-07-09T03:57:53.376254Z,0.12,809,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-XZuC-jNw2/,2020-07-09T03:57:40.690957Z,0.18,993,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-aBRSfjr27/,2020-07-09T03:57:33.637120Z,0.12,688,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-chEMrDCQu/,2020-07-09T03:57:26.221588Z,0.14,741,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-j6TpLDZ5I/,2020-07-09T03:57:13.466919Z,0.25,1291,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B-rve_DjXW_/,2020-07-09T03:57:06.967817Z,09.05,69023,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/B_VQaP2jRvb/,2020-07-09T03:56:42.645965Z,0.25,1040,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/CB5fBkRjcLL/,2020-07-09T03:54:12.461291Z,0.1,384,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/CCD3FflDOpP/,2020-07-09T03:53:55.288385Z,6.28,50289,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/CCJwSDWDlat/,2020-07-04T06:32:08.651171Z,0.07,211,Instagram,institucional
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/CCYVz2jl2bd/,2020-07-09T03:53:02.478228Z,0.09,526,Instagram,institucional
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CCWkjSNhrpp/,2020-07-09T05:24:58.091349Z,0.07,253,Instagram,institucional
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CCVzWEKBRlC/,2020-07-09T05:24:48.550215Z,0.1,381,Instagram,institucional
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CCOeYOSh77S/,2020-07-09T05:24:20.003757Z,0.19,642,Instagram,institucional
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CCHX3Nvhq4K/,2020-07-09T05:23:56.162436Z,0.11,378,Instagram,institucional
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CCCB4dshzNN/,2020-07-09T05:23:48.348034Z,0.17,559,Instagram,institucional
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CBYLtGaBCy5/,2020-07-09T05:22:11.765080Z,0.13,449,Instagram,institucional
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CBQnW9xBPhg/,2020-07-09T05:21:58.426821Z,0.13,481,Instagram,institucional
